cycle,Horizontal_acceleration,Vertical_acceleration,id,label
18058,0.279,0.188,6,0
18059,0.419,0.338,6,0
18060,0.445,0.098,6,0
18061,0.371,0.024,6,0
18062,0.146,0.359,6,0
18063,0.003,0.052,6,0
18064,0.082,0.191,6,0
18065,0.003,0.638,6,0
18066,0.28,0.357,6,0
18067,0.283,0.397,6,0
18068,0.084,0.373,6,0
18069,0.012,0.251,6,0
18070,0.01,0.088,6,0
18071,0.191,0.052,6,0
18072,0.139,0.036,6,0
18073,0.081,0.228,6,0
18074,0.224,0.186,6,0
18075,0.338,0.14,6,0
18076,0.003,0.887,6,0
18077,0.126,0.483,6,0
18078,0.027,0.111,6,0
18079,0.052,0.42,6,0
18080,0.074,0.223,6,0
18081,0.007,0.309,6,0
18082,0.118,0.828,6,0
18083,0.101,0.573,6,0
18084,0.144,0.144,6,0
18085,0.273,0.881,6,0
18086,0.041,0.534,6,0
18087,0.201,0.042,6,0
18088,0.324,0.058,6,0
18089,0.469,0.507,6,0
18090,0.107,0.065,6,0
18091,0.15,0.675,6,0
18092,0.1,0.004,6,0
18093,0.074,0.131,6,0
18094,0.009,0.398,6,0
18095,0.223,0.225,6,0
18096,0.225,0.564,6,0
18097,0.351,0.964,6,0
18098,0.086,0.349,6,0
18099,0.097,0.132,6,0
18100,0.788,0.007,6,0
18101,0.095,0.378,6,0
18102,0.086,0.528,6,0
18103,0.115,0.957,6,0
18104,0.121,0.647,6,0
18105,0.482,0.333,6,0
18106,0.809,0.711,6,0
18107,0.346,0.336,6,0
18108,0.023,0.715,6,0
18109,0.379,0.098,6,0
18110,0.526,0.287,6,0
18111,0.193,0.351,6,0
18112,0.143,0.264,6,0
18113,0.453,0.005,6,0
18114,0.701,0.425,6,0
18115,0.145,0.095,6,0
18116,1.01,0.146,6,0
18117,0.592,0.125,6,0
18118,0.293,0.24,6,0
18119,0.931,0.273,6,0
18120,0.968,0.782,6,0
18121,0.046,0.526,6,0
18122,0.584,1.021,6,0
18123,0.185,0.141,6,0
18124,0.125,0.148,6,0
18125,0.316,0.211,6,0
18126,0.02,0.891,6,0
18127,0.465,0.442,6,0
18128,0.4,0.108,6,0
18129,0.364,0.142,6,0
18130,0.173,0.26,6,0
18131,0.163,0.375,6,0
18132,0.142,0.33,6,0
18133,0.145,0.429,6,0
18134,0.039,0.013,6,0
18135,0.025,0.217,6,0
18136,0.203,0.157,6,0
18137,0.07,0.17,6,0
18138,0.036,0.011,6,0
18139,0.104,0.38,6,0
18140,0.119,0.455,6,0
18141,0.142,0.164,6,0
18142,0.486,0.082,6,0
18143,0.111,0.337,6,0
18144,0.282,0.546,6,0
18145,0.258,0.018,6,0
18146,0.006,0.253,6,0
18147,0.374,0.069,6,0
18148,0.29,0.213,6,0
18149,0.282,0.293,6,0
18150,0.607,0.222,6,0
18151,0.226,0.443,6,0
18152,0.31,0.011,6,0
18153,0.298,0.045,6,0
18154,0.167,0.226,6,0
18155,0.046,0.019,6,0
18156,0.536,0.158,6,0
18157,0.144,0.351,6,0
18158,0.021,0.103,6,0
18159,0.071,0.603,6,0
18160,0.149,0.064,6,0
18161,0.33,0.387,6,0
18162,0.049,0.251,6,0
18163,0.039,0.762,6,0
18164,0.138,0.202,6,0
18165,0.229,0.136,6,0
18166,0.017,0.238,6,0
18167,0.038,0.699,6,0
18168,0.235,0.422,6,0
18169,0.075,0.202,6,0
18170,0.09,0.09,6,0
18171,0.17,1.056,6,0
18172,0.144,0.41,6,0
18173,0.048,0.265,6,0
18174,0.171,0.18,6,0
18175,0.115,0.255,6,0
18176,0.008,0.402,6,0
18177,0.009,0.358,6,0
18178,0.129,0.685,6,0
18179,0.482,0.229,6,0
18180,0.323,0.462,6,0
18181,0.07,0.408,6,0
18182,0.17,0.451,6,0
18183,0.346,0.094,6,0
18184,0.116,0.478,6,0
18185,0.164,0.444,6,0
18186,0.267,0.515,6,0
18187,0.395,0.35,6,0
18188,1.062,0.749,6,0
18189,0.01,0.479,6,0
18190,0.226,0.24,6,0
18191,0.164,0.139,6,0
18192,0.208,0.432,6,0
18193,0.496,0.589,6,0
18194,0.031,0.021,6,0
18195,0.398,0.657,6,0
18196,0.027,0.209,6,0
18197,0.33,0.043,6,0
18198,0.147,0.168,6,0
18199,0.149,0.261,6,0
18200,0.071,0.216,6,0
18201,0.249,0.404,6,0
18202,0.252,0.299,6,0
18203,0.335,0.502,6,0
18204,0.478,0.434,6,0
18205,0.384,0.157,6,0
18206,0.027,0.551,6,0
18207,0.051,0.052,6,0
18208,0.293,0.31,6,0
18209,0.039,0.026,6,0
18210,0.37,0.095,6,0
18211,0.403,0.026,6,0
18212,0.309,0.308,6,0
18213,0.641,0.506,6,0
18214,0.333,0.945,6,0
18215,0.364,0.266,6,0
18216,0.007,0.004,6,0
18217,0.051,0.313,6,0
18218,0.128,0.596,6,0
18219,0.112,0.308,6,0
18220,0.362,0.07,6,0
18221,0.095,0.267,6,0
18222,0.332,0.567,6,0
18223,0.262,0.009,6,0
18224,0.013,0.051,6,0
18225,0.042,0.491,6,0
18226,0.028,0.435,6,0
18227,0.096,0.479,6,0
18228,0.34,0.2,6,0
18229,0.143,0.092,6,0
18230,0.057,0.22,6,0
18231,0.044,0.533,6,0
18232,0.091,0.168,6,0
18233,0.186,0.031,6,0
18234,0.238,0.865,6,0
18235,0.459,0.485,6,0
18236,0.431,0.379,6,0
18237,0.151,0.019,6,0
18238,0.546,0.447,6,0
18239,0.173,0.631,6,0
18240,0.322,0.253,6,0
18241,0.213,0.049,6,0
18242,0.096,0.265,6,0
18243,0.08,0.033,6,0
18244,0.064,0.563,6,0
18245,0.503,0.304,6,0
18246,0.273,0.649,6,0
18247,0.415,0.261,6,0
18248,0.082,0.063,6,0
18249,0.415,0.161,6,0
18250,0.061,0.295,6,0
18251,0.159,0.496,6,0
18252,0.355,0.025,6,0
18253,0.219,0.096,6,0
18254,0.231,0.108,6,0
18255,0.225,0.329,6,0
18256,0.173,0.33,6,0
18257,0.098,0.108,6,0
18258,0.117,0.17,6,0
18259,0.117,0.056,6,0
18260,0.426,0.168,6,0
18261,0.239,0.515,6,0
18262,0.05,0.646,6,0
18263,0.435,0.213,6,0
18264,0.009,0.677,6,0
18265,0.082,0.149,6,0
18266,0.172,0.526,6,0
18267,0.177,0.504,6,0
18268,0.117,0.506,6,0
18269,0.479,0.014,6,0
18270,0.447,0.72,6,0
18271,0.248,0.358,6,0
18272,0.109,0.726,6,0
18273,0.187,0.744,6,0
18274,0.588,0.828,6,0
18275,0.32,0.408,6,0
18276,0.038,0.813,6,0
18277,0.178,0.021,6,0
18278,0.113,0.472,6,0
18279,0.33,0.345,6,0
18280,0.151,0.159,6,0
18281,0.871,0.048,6,0
18282,0.852,0.166,6,0
18283,0.061,0.13,6,0
18284,0.289,0.085,6,0
18285,0.133,0.176,6,0
18286,0,0.143,6,0
18287,0.008,0.343,6,0
18288,0.206,0.144,6,0
18289,0.048,0.319,6,0
18290,0.339,0.708,6,0
18291,0.5,0.299,6,0
18292,0.103,0.408,6,0
18293,0.738,0.083,6,0
18294,0.231,0.062,6,0
18295,0.016,0.327,6,0
18296,0.068,0.091,6,0
18297,0.083,0.005,6,0
18298,0.245,0.401,6,0
18299,0.842,0.013,6,0
18300,0.668,0.351,6,0
18301,0.635,0.016,6,0
18302,0.089,0.126,6,0
18303,0.326,0.6,6,0
18304,0.307,0.947,6,0
18305,0.522,0.467,6,0
18306,0.241,0.41,6,0
18307,0.4,0.527,6,0
18308,0.821,0.155,6,0
18309,0.036,0.114,6,0
18310,0.861,0.162,6,0
18311,0.233,1.164,6,0
18312,0.638,0.083,6,0
18313,0.32,1.197,6,0
18314,0.731,0.548,6,0
18315,0.315,0.375,6,0
18316,0.677,0.047,6,0
18317,0.431,0.488,6,0
18318,0.309,0.011,6,0
18319,0.2,0.096,6,0
18320,0.197,0.003,6,0
18321,0.316,0.024,6,0
18322,0.088,0.414,6,0
18323,0.35,0.277,6,0
18324,0.019,0.437,6,0
18325,0.132,0.268,6,0
18326,0.092,0.188,6,0
18327,0.097,0.687,6,0
18328,0.259,0.076,6,0
18329,0.147,0.091,6,0
18330,0.279,0.063,6,0
18331,0.252,0.015,6,0
18332,0.336,0.334,6,0
18333,0.05,0.248,6,0
18334,0.12,0.119,6,0
18335,0.098,0.524,6,0
18336,0.009,0.196,6,0
18337,0.019,0.043,6,0
18338,0.266,0.054,6,0
18339,0.119,0.468,6,0
18340,0.035,0.173,6,0
18341,0.402,0.097,6,0
18342,0.397,0.394,6,0
18343,0.536,0.469,6,0
18344,0.008,0.027,6,0
18345,0.165,0.086,6,0
18346,0.202,0.255,6,0
18347,0.458,0.499,6,0
18348,0.28,0.633,6,0
18349,0.114,0.18,6,0
18350,0.457,0.238,6,0
18351,0.424,0.492,6,0
18352,0.178,0.192,6,0
18353,0.523,0.291,6,0
18354,0.168,0.517,6,0
18355,0.34,0.287,6,0
18356,0.347,0.18,6,0
18357,0.013,0.027,6,0
18358,0.565,0.709,6,0
18359,0.049,0.067,6,0
18360,0.341,0.579,6,0
18361,0.164,0.346,6,0
18362,0.116,0.079,6,0
18363,0.237,0.073,6,0
18364,0.192,0.17,6,0
18365,0.084,0.202,6,0
18366,0.109,0.357,6,0
18367,0.227,0.23,6,0
18368,0.175,0.014,6,0
18369,0.712,0.093,6,0
18370,0.104,0.374,6,0
18371,0.359,0.174,6,0
18372,0.359,0.542,6,0
18373,0.102,0.458,6,0
18374,0.249,0.059,6,0
18375,0.029,0.13,6,0
18376,0.21,0.995,6,0
18377,0.227,0.001,6,0
18378,0.404,0.086,6,0
18379,0.177,0.03,6,0
18380,0.035,0.085,6,0
18381,0.138,0.215,6,0
18382,0.215,0.248,6,0
18383,0.313,0.159,6,0
18384,0.306,0.211,6,0
18385,0.228,0.688,6,0
18386,0.193,0.339,6,0
18387,0.298,0.214,6,0
18388,0.615,0.43,6,0
18389,0.121,0.197,6,0
18390,0.048,0.06,6,0
18391,0.602,0.197,6,0
18392,0.221,0.004,6,0
18393,0.267,0.251,6,0
18394,0.203,0.01,6,0
18395,0.117,0.548,6,0
18396,0.168,0.397,6,0
18397,0.081,1.048,6,0
18398,0.312,0.191,6,0
18399,0.084,0.266,6,0
18400,0.395,0.066,6,0
18401,0.573,0.514,6,0
18402,0.193,0.555,6,0
18403,0.24,0.194,6,0
18404,0.462,0.58,6,0
18405,0.329,0.157,6,0
18406,0.242,0.371,6,0
18407,0.117,0.184,6,0
18408,0.207,0.369,6,0
18409,0.05,0.739,6,0
18410,0.003,0.021,6,0
18411,0.32,0.182,6,0
18412,0.032,0.409,6,0
18413,0.135,0.068,6,0
18414,0.233,0.284,6,0
18415,0.178,0.38,6,0
18416,0.097,0.165,6,0
18417,0.302,0.626,6,0
18418,0.15,0.44,6,0
18419,0.244,0.199,6,0
18420,0.328,0.795,6,0
18421,0.388,0.198,6,0
18422,0.122,0.143,6,0
18423,0.376,0.056,6,0
18424,0.246,0.039,6,0
18425,0.586,0.322,6,0
18426,0.363,0.132,6,0
18427,0.077,0.401,6,0
18428,0.209,0.093,6,0
18429,0.608,0.003,6,0
18430,0.213,0.481,6,0
18431,0.667,0.341,6,0
18432,0.171,0.385,6,0
18433,0.356,0.198,6,0
18434,0.158,0.358,6,0
18435,0.522,0.763,6,0
18436,0.219,0.091,6,0
18437,0.043,0.33,6,0
18438,0.805,0.111,6,0
18439,0.293,0.187,6,0
18440,0.298,0.238,6,0
18441,0.631,0.41,6,0
18442,0.369,0.779,6,0
18443,0.04,0.055,6,0
18444,0.019,0.521,6,0
18445,0.189,0.042,6,0
18446,0.17,0.455,6,0
18447,0.216,0.342,6,0
18448,0.05,0.372,6,0
18449,0.426,0.281,6,0
18450,0.018,0.321,6,0
18451,0.015,0.349,6,0
18452,0.029,0.006,6,0
18453,0.062,0.437,6,0
18454,0.093,0.445,6,0
18455,0.186,0.582,6,0
18456,0.089,0.118,6,0
18457,0.351,0.263,6,0
18458,0.219,0.031,6,0
18459,0.28,0.174,6,0
18460,0.27,0.267,6,0
18461,0.339,0.416,6,0
18462,0.405,0.073,6,0
18463,0.174,0.269,6,0
18464,0.302,0.323,6,0
18465,0.008,0.537,6,0
18466,0.054,0.464,6,0
18467,0.068,0.437,6,0
18468,0.256,0.292,6,0
18469,0.147,0.188,6,0
18470,0.061,0.293,6,0
18471,0.298,0.415,6,0
18472,0.027,0.089,6,0
18473,0.544,0.098,6,0
18474,0.31,0.22,6,0
18475,0.117,0.056,6,0
18476,0.174,0.538,6,0
18477,0.745,0.462,6,0
18478,0.02,0.249,6,0
18479,1.375,0.15,6,0
18480,0.863,0.962,6,0
18481,0.323,0.82,6,0
18482,0.081,0.109,6,0
18483,0.157,0.684,6,0
18484,0.545,0.554,6,0
18485,0.035,0.36,6,0
18486,0.096,0.484,6,0
18487,0.894,0.931,6,0
18488,0.86,0.338,6,0
18489,0.569,0.436,6,0
18490,0.493,0.002,6,0
18491,0.426,0.213,6,0
18492,0.088,0.4,6,0
18493,0.08,0.197,6,0
18494,0.281,0.048,6,0
18495,0.052,0.237,6,0
18496,0.194,0.256,6,0
18497,0.148,0.535,6,0
18498,0.04,0.288,6,0
18499,0.341,0.028,6,0
18500,0.073,0.16,6,0
18501,0.213,0.248,6,0
18502,0.259,0.189,6,0
18503,0.304,0.263,6,0
18504,0.162,0.294,6,0
18505,0.464,0.068,6,0
18506,0.054,0.449,6,0
18507,0.168,0.496,6,0
18508,0.252,0.01,6,0
18509,0.361,0.365,6,0
18510,0.08,0.332,6,0
18511,0.194,0.294,6,0
18512,0.258,1.288,6,0
18513,0.361,1.372,6,0
18514,0.07,0.14,6,0
18515,0.023,0.287,6,0
18516,0.04,0.645,6,0
18517,0.029,0.231,6,0
18518,0.107,0.412,6,0
18519,0.164,0.333,6,0
18520,0.168,0.617,6,0
18521,0.109,0.536,6,0
18522,0.181,1.151,6,0
18523,0.333,0.557,6,0
18524,0.501,0.009,6,0
18525,0.148,0.478,6,0
18526,0.397,0.136,6,0
18527,0.384,0.5,6,0
18528,0.087,0.482,6,0
18529,0.429,0.578,6,0
18530,0.036,0.48,6,0
18531,0.428,0.875,6,0
18532,0.081,0.101,6,0
18533,0.124,0.714,6,0
18534,0.097,0.03,6,0
18535,0.09,0.134,6,0
18536,0.027,0.335,6,0
18537,0.451,0.043,6,0
18538,0.597,0.439,6,0
18539,0.241,0.435,6,0
18540,0.333,0.345,6,0
18541,0.29,0.162,6,0
18542,0.113,0.146,6,0
18543,0.087,0.25,6,0
18544,0.307,0.285,6,0
18545,0.331,0.686,6,0
18546,0.164,0.165,6,0
18547,0.244,0.556,6,0
18548,0.331,0.222,6,0
18549,0.073,0.201,6,0
18550,0.004,0.319,6,0
18551,0.392,0.41,6,0
18552,0.056,0.017,6,0
18553,0.111,0.053,6,0
18554,0.208,0.054,6,0
18555,0.187,0.278,6,0
18556,0.076,0.223,6,0
18557,0.375,0.292,6,0
18558,0.043,0.117,6,0
18559,0.234,0.126,6,0
18560,0.368,0.233,6,0
18561,0.174,0.105,6,0
18562,0.035,0.641,6,0
18563,0.102,0.034,6,0
18564,0.057,0.368,6,0
18565,0.284,0.156,6,0
18566,0.332,0.574,6,0
18567,0.107,0.088,6,0
18568,0.195,0.037,6,0
18569,0.385,0.272,6,0
18570,0.312,0.604,6,0
18571,0.121,0.116,6,0
18572,0.41,0.259,6,0
18573,0.49,0.648,6,0
18574,0.679,0.582,6,0
18575,0.786,0.664,6,0
18576,0.045,0.2,6,0
18577,0.002,0.331,6,0
18578,0.026,0.706,6,0
18579,0.2,0.374,6,0
18580,0.149,0.182,6,0
18581,0.037,0.115,6,0
18582,0.102,0.099,6,0
18583,0.473,0.576,6,0
18584,0.027,0.261,6,0
18585,0.059,0.469,6,0
18586,0.301,0.078,6,0
18587,0.028,0.026,6,0
18588,0.245,0.177,6,0
18589,0.007,0.337,6,0
18590,0.04,0.273,6,0
18591,0.038,0.075,6,0
18592,0.015,0.762,6,0
18593,0.365,0.479,6,0
18594,0.202,0.141,6,0
18595,0.035,0.188,6,0
18596,0.252,0.112,6,0
18597,0.095,0.085,6,0
18598,0.014,0.177,6,0
18599,0.303,0.557,6,0
18600,0.024,0.074,6,0
18601,0.062,0.489,6,0
18602,0.142,0.011,6,0
18603,0.132,0.27,6,0
18604,0.21,0.219,6,0
18605,0.202,0.187,6,0
18606,0.009,0.006,6,0
18607,0.208,0.037,6,0
18608,0.28,0.275,6,0
18609,0.022,0.605,6,0
18610,0.11,0.337,6,0
18611,0.283,0.691,6,0
18612,0.078,0.056,6,0
18613,0.192,0.312,6,0
18614,0.171,0.014,6,0
18615,0.327,0.273,6,0
18616,0.059,0.384,6,0
18617,0.046,0.161,6,0
18618,0.287,0.598,6,0
18619,0.448,0.1,6,0
18620,0.09,0.313,6,0
18621,0.34,0.694,6,0
18622,0.726,0.062,6,0
18623,0.288,0.344,6,0
18624,0.215,0.411,6,0
18625,0.11,0.296,6,0
18626,0.248,0.391,6,0
18627,0.116,1.177,6,0
18628,0.024,0.23,6,0
18629,0.036,0.616,6,0
18630,0.367,0.444,6,0
18631,0.125,0.262,6,0
18632,0.104,0.355,6,0
18633,0.032,0.171,6,0
18634,0.311,0.032,6,0
18635,0.073,0.079,6,0
18636,0.018,0.406,6,0
18637,0.433,0.096,6,0
18638,0.156,0.192,6,0
18639,0.051,0.188,6,0
18640,0.17,0.412,6,0
18641,0.15,0.217,6,0
18642,0.126,0.212,6,0
18643,0.103,0.218,6,0
18644,0.03,0.21,6,0
18645,0.352,0.386,6,0
18646,0.181,0.141,6,0
18647,0.436,0.276,6,0
18648,0.075,0.356,6,0
18649,0.1,0.202,6,0
18650,0.113,0.105,6,0
18651,0.352,0.057,6,0
18652,0.053,0.133,6,0
18653,0.058,0.456,6,0
18654,0.314,0.736,6,0
18655,0.092,0.123,6,0
18656,0.556,0.182,6,0
18657,0.082,0.197,6,0
18658,0.186,0.346,6,0
18659,0.335,0.174,6,0
18660,0.164,0.023,6,0
18661,0.272,0.004,6,0
18662,0.226,0.201,6,0
18663,0.099,0.157,6,0
18664,0.268,0.182,6,0
18665,0.005,0.213,6,0
18666,0.211,0.632,6,0
18667,0.063,0.305,6,0
18668,0.045,0.068,6,0
18669,0.119,0.792,6,0
18670,0.062,0.322,6,0
18671,0.407,0.252,6,0
18672,0.305,0.493,6,0
18673,0.424,0.003,6,0
18674,0.357,0.12,6,0
18675,0.178,0.334,6,0
18676,0.265,0.304,6,0
18677,0.454,0.02,6,0
18678,0.377,0.152,6,0
18679,0.363,0.687,6,0
18680,0.236,0.149,6,0
18681,0.248,0.061,6,0
18682,0.06,0.062,6,0
18683,0.066,0.694,6,0
18684,0.108,0.166,6,0
18685,0.256,0.866,6,0
18686,0.368,0.059,6,0
18687,0.075,1.211,6,0
18688,0.215,0.497,6,0
18689,1.784,0.428,6,0
18690,1.881,0.269,6,0
18691,0.34,1.235,6,0
18692,0.112,0.317,6,0
18693,0.416,0.043,6,0
18694,0.621,0.261,6,0
18695,1.172,0.031,6,0
18696,0.495,0.13,6,0
18697,0.033,0.003,6,0
18698,0.544,0.001,6,0
18699,0.128,0.175,6,0
18700,0.497,0.071,6,0
18701,0.073,0.915,6,0
18702,0.087,0.034,6,0
18703,0.05,0.377,6,0
18704,0.551,0.195,6,0
18705,0.24,0.255,6,0
18706,0.23,0.202,6,0
18707,0.127,0.335,6,0
18708,0.616,0.214,6,0
18709,0.278,0.138,6,0
18710,0.032,0.673,6,0
18711,0.207,0.001,6,0
18712,0.05,0.239,6,0
18713,0.154,0.132,6,0
18714,0.166,0.287,6,0
18715,0.096,0.231,6,0
18716,0.004,0.425,6,0
18717,0.022,0.424,6,0
18718,0.016,0.311,6,0
18719,0.121,0.378,6,0
18720,0.169,0.071,6,0
18721,0.185,0.25,6,0
18722,0.336,0.151,6,0
18723,0.26,0.061,6,0
18724,0.026,0.179,6,0
18725,0.07,0.178,6,0
18726,0.168,0.532,6,0
18727,0.273,0.328,6,0
18728,0.263,0.217,6,0
18729,0.192,0.18,6,0
18730,0.155,0.316,6,0
18731,0.095,0.269,6,0
18732,0.154,0.545,6,0
18733,0.203,0.024,6,0
18734,0.12,0.127,6,0
18735,0.111,0.637,6,0
18736,0.185,0.549,6,0
18737,0.264,0.626,6,0
18738,0.089,0.59,6,0
18739,0.277,0.315,6,0
18740,0.079,0.024,6,0
18741,0.146,0.118,6,0
18742,0.019,0.673,6,0
18743,0.25,0.529,6,0
18744,0.211,0.333,6,0
18745,0.245,0.024,6,0
18746,0.011,0.013,6,0
18747,0.415,0.212,6,0
18748,0.292,0.372,6,0
18749,0.109,0.305,6,0
18750,0.073,0.107,6,0
18751,0.07,0.535,6,0
18752,0.551,0.137,6,0
18753,0.052,0.467,6,0
18754,0.014,0.166,6,0
18755,0.233,0.101,6,0
18756,0.005,0.046,6,0
18757,0.141,0.439,6,0
18758,0.247,0.086,6,0
18759,0.134,0.245,6,0
18760,0.197,0.742,6,0
18761,0.081,0.068,6,0
18762,0.17,0.401,6,0
18763,0.196,0.35,6,0
18764,0.003,0.632,6,0
18765,0.583,0.067,6,0
18766,0.347,0.38,6,0
18767,1.021,0.315,6,0
18768,0.806,0.754,6,0
18769,0.331,0.639,6,0
18770,0.436,0.172,6,0
18771,0.002,0.18,6,0
18772,0.035,0.76,6,0
18773,0.036,0.201,6,0
18774,0.566,0.278,6,0
18775,0.128,0.478,6,0
18776,0.275,0.255,6,0
18777,0.116,0.338,6,0
18778,0.174,0.244,6,0
18779,0.017,0.744,6,0
18780,0.405,0.701,6,0
18781,0.025,0.675,6,0
18782,0.156,0.145,6,0
18783,0.41,0.307,6,0
18784,0.076,0.061,6,0
18785,0.146,0.567,6,0
18786,0.07,0.391,6,0
18787,0.035,0.529,6,0
18788,0.064,0.584,6,0
18789,0.612,0.372,6,0
18790,0.133,0.024,6,0
18791,0.095,0.535,6,0
18792,0.276,0.905,6,0
18793,0.241,0.592,6,0
18794,0.475,0.234,6,0
18795,0.248,0.485,6,0
18796,0.302,0.419,6,0
18797,0.375,0.005,6,0
18798,0.391,0.186,6,0
18799,0.299,0.238,6,0
18800,0.111,0.349,6,0
18801,0.308,0.774,6,0
18802,0.262,0.062,6,0
18803,0.067,0.013,6,0
18804,0.167,0.143,6,0
18805,0.246,0.437,6,0
18806,0.186,0.467,6,0
18807,0.402,0.198,6,0
18808,0.068,0.241,6,0
18809,0.34,0.338,6,0
18810,0.244,0.41,6,0
18811,0.337,0.262,6,0
18812,0.161,0.265,6,0
18813,0.27,0.128,6,0
18814,0.096,0.255,6,0
18815,0.492,0.013,6,0
18816,0.23,0.334,6,0
18817,0.118,0.035,6,0
18818,0.365,0.195,6,0
18819,0.551,0.385,6,0
18820,0.392,0.409,6,0
18821,0.572,0.554,6,0
18822,0.016,0.726,6,0
18823,0.307,0.414,6,0
18824,0.431,0.088,6,0
18825,0.041,0.58,6,0
18826,0.269,0.214,6,0
18827,0.032,0.069,6,0
18828,0.197,0.785,6,0
18829,0.256,0.075,6,0
18830,0.068,0.204,6,0
18831,0.046,0.088,6,0
18832,0.056,0.248,6,0
18833,0.218,0.1,6,0
18834,0.311,0.007,6,0
18835,0.029,0.234,6,0
18836,0.185,0.207,6,0
18837,0.356,0.422,6,0
18838,0.088,0.418,6,0
18839,0.263,0.336,6,0
18840,0.559,0.153,6,0
18841,0.032,0.279,6,0
18842,0.185,0.216,6,0
18843,0.225,0.212,6,0
18844,0.617,0.534,6,0
18845,0.468,0.334,6,0
18846,0.257,0.178,6,0
18847,0.179,0.039,6,0
18848,0.371,0.015,6,0
18849,0.138,0.504,6,0
18850,0.173,0.22,6,0
18851,0.186,0.334,6,0
18852,0.909,0.377,6,0
18853,0.18,0.265,6,0
18854,0.15,0.435,6,0
18855,0.376,0.249,6,0
18856,0.271,0.486,6,0
18857,0.032,0.848,6,0
18858,0.578,0.426,6,0
18859,0.408,0.206,6,0
18860,0.619,0.405,6,0
18861,0.503,0.385,6,0
18862,0.577,0.327,6,0
18863,0.16,0.594,6,0
18864,0.916,0.247,6,0
18865,0.917,0.151,6,0
18866,0.195,0.275,6,0
18867,0.321,0.619,6,0
18868,0.167,0.452,6,0
18869,0.041,0.022,6,0
18870,0.282,0.278,6,0
18871,0.032,0.379,6,0
18872,0.112,0.051,6,0
18873,0.24,0.241,6,0
18874,0.028,0.098,6,0
18875,0.113,0.414,6,0
18876,0.229,0.093,6,0
18877,0.111,0.191,6,0
18878,0.38,0.516,6,0
18879,0.231,0.118,6,0
18880,0.059,0.02,6,0
18881,0.058,0.536,6,0
18882,0.212,0.18,6,0
18883,0.124,0.602,6,0
18884,0.383,0.012,6,0
18885,0.244,0.214,6,0
18886,0.204,0.498,6,0
18887,0.013,0.635,6,0
18888,0.292,0.639,6,0
18889,0.462,0.095,6,0
18890,0.288,0.362,6,0
18891,0.298,0.365,6,0
18892,0.147,0.444,6,0
18893,0.59,0.051,6,0
18894,0.519,1.075,6,0
18895,0.211,0.508,6,0
18896,0.173,0.387,6,0
18897,0.261,0.018,6,0
18898,0.234,0.106,6,0
18899,0.105,0.678,6,0
18900,0.036,0.039,6,0
18901,0.45,0.49,6,0
18902,0.081,0.004,6,0
18903,0.202,0.327,6,0
18904,0.298,0.095,6,0
18905,0.376,0.159,6,0
18906,0.17,0.212,6,0
18907,0.319,0.635,6,0
18908,0.169,0.106,6,0
18909,0.096,0.344,6,0
18910,0.112,0.071,6,0
18911,0.256,0.211,6,0
18912,0.169,0.177,6,0
18913,0.016,0.097,6,0
18914,0.071,0.222,6,0
18915,0.465,0.253,6,0
18916,0.368,0.492,6,0
18917,0.239,0.545,6,0
18918,0.043,0.141,6,0
18919,0.072,0.46,6,0
18920,0.077,0.237,6,0
18921,0.249,0.111,6,0
18922,0.095,0.044,6,0
18923,0.228,0.083,6,0
18924,0.071,0.325,6,0
18925,0.144,0.142,6,0
18926,0.12,0.321,6,0
18927,0.164,0.145,6,0
18928,0.171,0.549,6,0
18929,0.296,0.097,6,0
18930,0.417,0.017,6,0
18931,0.313,0.089,6,0
18932,0.125,0.387,6,0
18933,0.09,0.011,6,0
18934,0.182,0.014,6,0
18935,0.382,0.263,6,0
18936,0.334,0.1,6,0
18937,0.391,0.032,6,0
18938,0.631,0.304,6,0
18939,0.181,0.365,6,0
18940,0.221,0.073,6,0
18941,0.309,0.146,6,0
18942,0.06,0.114,6,0
18943,0.408,0.24,6,0
18944,0.432,0.167,6,0
18945,0.097,0.469,6,0
18946,0.336,0.202,6,0
18947,0.178,0.433,6,0
18948,0.289,0.4,6,0
18949,0.086,0.447,6,0
18950,0.356,0.03,6,0
18951,0.301,0.15,6,0
18952,0.231,0.088,6,0
18953,0.281,0.181,6,0
18954,0.097,0.033,6,0
18955,0.455,0.289,6,0
18956,0.167,0.272,6,0
18957,0.319,0.324,6,0
18958,0.121,0.133,6,0
18959,0.15,0.654,6,0
18960,0.551,0.017,6,0
18961,0.559,0.013,6,0
18962,0.037,0.457,6,0
18963,0.43,0.099,6,0
18964,0.748,0.035,6,0
18965,0.139,0.027,6,0
18966,0.006,0.303,6,0
18967,0.202,0.621,6,0
18968,0.027,0.286,6,0
18969,0.35,0.181,6,0
18970,0.431,0.248,6,0
18971,0.096,0.095,6,0
18972,0.197,0.162,6,0
18973,0.202,0.91,6,0
18974,0.279,0.136,6,0
18975,0.029,0.161,6,0
18976,0.403,0.255,6,0
18977,0.265,0.148,6,0
18978,0.088,0.599,6,0
18979,0.058,0.996,6,0
18980,0.194,0.049,6,0
18981,0.469,0.377,6,0
18982,0.022,0.257,6,0
18983,0.061,0.236,6,0
18984,0.178,0.061,6,0
18985,0.266,0.359,6,0
18986,0.044,0.379,6,0
18987,0.148,0.594,6,0
18988,0.033,0.202,6,0
